abato	aba-to
konkludo	kon-klu-do
konkludoj	kon-klu-d-oj
konkludon	kon-klu-d-on
konkordato	kon-kor-da-to
konkordo	kon-kor-do
konkreta	kon-kre-ta
konkretaj	kon-kre-t-aj
konkretan	kon-kre-t-an
konkurado	kon-ku-r-ado
konkurantoj	kon-ku-r-an-t-oj
konkuri	kon-ku-ri
konkurso	kon-kur-so
konon	ko-n-on
konscia	kon-scia
konsciante	kon-sci-an-te
konsciata	kon-sci-ata
konscie	kon-scie
konscienca	kon-sci-en-ca
konsciencdubo	kon-sci-enc-du-bo
konscienco	kon-sci-en-co
konsciencriproĉo	kon-sci-enc-ri-pro-ĉo
konscii	kon-scii
konsciis	kon-sci-is
konsciita	kon-sci-ita
konscio	kon-scio
konscion	kon-sci-on
konsciperdo	kon-sci-per-do
konsekvenco	kon-se-k-ven-co
konsent	kon-sent
konsentas	kon-sen-t-as
konsenteco	kon-sen-t-eco
konsenti	kon-sen-ti
konsentigi	kon-sen-t-igi
konsentiĝi	kon-sen-t-iĝi
konsentinta	kon-sen-t-in-ta
konsentis	kon-sen-t-is
konsentite	kon-sen-t-ite
konsentos	kon-sen-t-os
konsentus	kon-sen-t-us
konservadi	kon-ser-v-adi
konservi	kon-ser-vi
konservinte	kon-ser-v-in-te
konsideras	kon-si-de-r-as
konsiderata	kon-si-de-r-ata
konsiderebla	kon-si-de-r-eb-la
konsideri	kon-si-de-ri
konsideris	kon-si-de-r-is
konsideritan	kon-si-de-r-it-an
konsideroj	kon-si-de-r-oj
konsideros	kon-si-de-r-os
konsili	kon-si-li
konsilo	kon-si-lo
konsistanta	kon-si-s-t-an-ta
konsistantan	kon-si-s-t-an-t-an
konsistas	kon-si-s-t-as
konsisti	kon-si-s-ti
konsistigus	kon-si-s-t-ig-us
konsistis	kon-si-s-t-is
konsisto	kon-si-s-to
konsiston	kon-si-s-t-on
konsistos	kon-si-s-t-os
konsistus	kon-si-s-t-us
konsoli	kon-so-li
konsonanton	kon-so-nan-t-on
konstanta	kon-stan-ta
konstantaj	kon-stan-t-aj
konstante	kon-stan-te
konstanton	kon-stan-t-on
konstatas	kon-sta-t-as
konstatis	kon-sta-t-is
konstatoj	kon-sta-t-oj
konstitucio	kon-sti-tu-cio
konstruado	kons-tru-ado
konstruaĵo	kons-tru-aĵo
konstrui	kons-trui
konstruiĝadis	kons-tru-iĝ-ad-is
konstruiĝis	kons-tru-iĝ-is
konstruitaj	kons-tru-it-aj
konstruo	kons-truo
konstruon	kons-tru-on
konstruos	kons-tru-os
konsulo	kon-su-lo
konsultas	kon-sul-t-as
konsultejo	kon-sul-t-ejo
konsumi	kon-su-mi
kontanta	kon-t-an-ta
kontenta	kon-ten-ta
kontentigaj	kon-ten-t-ig-aj
kontentigan	kon-ten-t-ig-an
kontentigas	kon-ten-t-ig-as
kontentige	kon-ten-t-ige
kontentigi	kon-ten-t-igi
kontentiĝas	kon-ten-t-iĝ-as
kontesti	kon-tes-ti
kontinento	kon-ti-nen-to
konto	kon-to
kontrakti	kon-trak-ti
kontrakto	kon-trak-to
kontraktoj	kon-trak-t-oj
kontraste	kon-tra-s-te
kontraŭ	kon-traŭ
kontraŭa	kon-traŭa
kontraŭagadu	kon-traŭ-ag-adu
kontraŭaj	kon-traŭ-aj
kontraŭan	kon-traŭ-an
kontraŭdiro	kon-traŭ-diro
kontraŭe	kon-traŭe
kontraŭmalsana	kon-traŭ-mal-sa-na
kontraŭon	kon-traŭ-on
kontraŭparolantaj	kon-traŭ-pa-rol-an-t-aj
kontraŭparoli	kon-traŭ-pa-roli
kontraŭparoloj	kon-traŭ-pa-rol-oj
kontraŭuloj	kon-traŭ-ul-oj
kontraŭvole	kon-traŭ-vo-le
kontroleblaj	kon-tro-l-eb-l-aj
kontroli	kon-tro-li
kontrolis	kon-tro-l-is
konvalo	kon-va-lo
konvena	kon-ve-na
konvenas	kon-ve-n-as
konversacii	kon-ver-sa-cii
konvinki	kon-vin-ki
konvinkiĝadi	kon-vin-k-iĝ-adi
konvinkiĝas	kon-vin-k-iĝ-as
konvinkiĝi	kon-vin-k-iĝi
konvinkiĝos	kon-vin-k-iĝ-os
konvinko	kon-vin-ko
konvinkoj	kon-vin-k-oj
konvinkos	kon-vin-k-os
kopiado	ko-pi-ado
kopio	ko-pio
kopioj	ko-pi-oj
kopius	ko-pi-us
kopulo	ko-pu-lo
koran	ko-r-an
korano	ko-ra-no
korbo	kor-bo
kordo	kor-do
kore	ko-re
korekscita	ko-r-eks-ci-ta
korekta	ko-rek-ta
korektado	ko-rek-t-ado
korektanta	ko-rek-t-an-ta
korektas	ko-rek-t-as
korekti	ko-rek-ti
korektis	ko-rek-t-is
korekto	ko-rek-to
korespondi	ko-re-s-pon-di
koridora	ko-ri-do-ra
koridoro	ko-ri-do-ro
koridoron	ko-ri-do-r-on
korinklino??	ko-rin-kli-no?
korko	kor-ko
korktirilo	kork-tir-ilo
korniko	kor-ni-ko
korno	kor-no
koro	ko-ro
koron	ko-r-on
korpan	kor-p-an
korpbalanco	korp-ba-lan-co
korpmezurojn	korp-me-zur-ojn
korpo	kor-po
korporacioj	kor-po-ra-ci-oj
korpuskulo	kor-pu-s-ku-lo
korseto	kor-se-to
kortegjunuloj	kor-teg-jun-ul-oj
kortego	kor-t-ego
korto	kor-to
korveto	kor-ve-to
korvo	kor-vo
kosmo	kos-mo
kosta	ko-s-ta
kostas	ko-s-t-as
kosti	ko-s-ti
kostoj	ko-s-t-oj
kostumo	ko-s-tu-mo
koŝmara	koŝ-mara
kotleto	kot-le-to
koto	ko-to
koton	ko-t-on
kotono	ko-to-no
koverto	ko-ver-to
kovraĵo	kov-raĵo
kovranta	kov-ran-ta
kovrilo	kov-rilo
kovris	kov-ris
kovro	kov-ro
kraĉi	kra-ĉi
kraĉŝprucis	kraĉ-ŝpru-c-is
krado	krado
krajono	kra-jo-no
kranio	kra-nio
krano	kra-no
krasnojarskanino	kras-no-jar-ska-ni-no
kravato	kra-va-to
kreado	kre-ado
kreadon	kre-ad-on
kreas	kre-as
kredas	kre-d-as
kredebla	kre-d-eb-la
kredeble	kre-d-eb-le
kredebleco	kre-d-eb-l-eco
kredema	kre-d-ema
kredi	kre-di
kredigas	kre-d-ig-as
kredigi	kre-d-igi
kredinda	kre-d-inda
kredito	kre-di-to
kredu	kre-du
krei	krei
kreiĝis	kre-iĝ-is
kreis	kre-is
kreita	kre-ita
kreitaĵoj	kre-i-t-aĵ-oj
kremo	kremo
kreo	kreo
kreos	kre-os
kreozoto	kre-o-zo-to
krepusko	kre-pu-s-ko
kresĉenda	kres-ĉen-da
kreskadus	kre-s-k-ad-us
kreskaĵo	kre-s-k-aĵo
kreskanta	kre-s-kan-ta
kreski	kre-s-ki
kresto	kres-to
krestomatio	kres-to-ma-tio
kreto	kreto
krevi	kre-vi
kriaĉas	kri-aĉ-as
kriaĉis	kri-aĉ-is
kriantan	kri-an-t-an
kriante	kri-an-te
krias	kri-as
kribrado	kri-br-ado
krie	krie
kriegis	kri-eg-is
kriema	kri-ema
kriemuloj	kri-em-ul-oj
krii	krii
kriis	kri-is
kriistoj	kri-ist-oj
kriketo	kri-ke-to
kriman	kri-m-an
krimo	kri-mo
kringo	krin-go
krios	kri-os
kripla	kri-pla
kripliĝas	kri-pl-iĝ-as
kriptaĵoscienco	krip-ta-ĵo-sci-en-co
kriptografio	krip-to-gra-fio
kristalo	kri-s-ta-lo
kristaneco	kri-s-ta-n-eco
kristano	kri-s-ta-no
kristnasko	krist-na-s-ko
kristo	kri-s-to
kriterioj	kri-te-ri-oj
kritika	kri-ti-ka
kritikantoj	kri-ti-kan-t-oj
kritike	kri-ti-ke
kritiki	kri-ti-ki
krizalido	kri-za-li-do
krizantemo	kri-zan-te-mo
krizo	kri-zo
kroĉi	kro-ĉi
kroketo	kro-ke-to
krokodilo	kro-ko-di-lo
krom	krom
kroma	kroma
kromaj	krom-aj
kromajn	krom-ajn
kroman	krom-an
kromato	kro-ma-to
krome	krome
kromiajn	kro-mi-ajn
kromion	kro-mi-on
kromobjekto	kromob-jek-to
kromosomo	kromo-so-mo
krompecoj	krom-pe-c-oj
krono	kro-no
krozŝipoj	kroz-ŝip-oj
kruciĝado	kru-c-iĝ-ado
kruco	kru-co
krucon	kru-c-on
krucsigno	kruc-sig-no
krucumi	kru-c-umi
kruĉo	kru-ĉo
kruda	kru-da
kruela	kru-e-la
kruro	kru-ro
kruroj	kru-r-oj
krusto	kru-s-to
kruta	kru-ta
kruzejroj	kru-zej-r-oj
kubĵetoj	kub-ĵe-t-oj
kubo	ku-bo
kubuto	ku-bu-to
kudri	ku-dri
kudrilo	ku-dr-ilo
kuglo	ku-glo
kuirejo	ku-ir-ejo
kuiri	ku-iri
kuiristo	ku-ir-isto
kuko	ku-ko
kukolo	ku-ko-lo
kukon	ku-k-on
kukumo	ku-ku-mo
kukurbo	ku-kur-bo
kulero	ku-le-ro
kulinaro	ku-li-na-ro
kulo	ku-lo
kuloto	ku-lo-to
kulpa	kul-pa
kulpo	kul-po
kulpulo	kul-p-ulo
kultivi	kul-ti-vi
kulto	kul-to
kulturaj	kul-tu-r-aj
kulturi	kul-tu-ri
kulturo	kul-tu-ro
kulturon	kul-tu-r-on
kumulo	ku-mu-lo
kune	kune
kunekzisti	kun-ek-zi-s-ti
kunesto	kun-es-to
kunfluiĝo	kun-flu-iĝo
kunigas	kun-ig-as
kunigi	kun-igi
kunigo	kun-igo
kuniĝoj	kun-iĝ-oj
kuniklo	ku-ni-klo
kunkreskiĝis	kun-kre-s-k-iĝ-is
kunlaboranton	kun-la-bo-r-an-t-on
kunlaboras	kun-la-bo-r-as
kunlabori	kun-la-bo-ri
kunlaboron	kun-la-bo-r-on
kunlaboros	kun-la-bo-r-os
kunlaboru	kun-la-bo-ru
kunmetaĵoj	kun-me-t-aĵ-oj
kunmeti	kun-meti
kunmetita	kun-me-t-ita
kunpuŝiĝante	kun-pu-ŝ-iĝ-an-te
kunpuŝiĝo	kun-pu-ŝ-iĝo
kunsenti	kun-sen-ti
kunsido	kun-sido
kunteksto	kun-tek-s-to
kuntiri	kun-tiri
kunulino	kun-ul-ino
kunulo	kun-ulo
kunuloj	kun-ul-oj
kunveni	kun-ve-ni
kunveturi	kun-ve-tu-ri
kunveturiĝis	kun-ve-tu-r-iĝ-is
kupono	ku-po-no
kupro	ku-pro
kuracado	ku-ra-c-ado
kuraci	ku-ra-ci
kuracilo	ku-ra-c-ilo
kuracistedzino	ku-ra-ci-s-t-edzi-no
kuracistino	ku-ra-c-ist-ino
kuracistinoj	ku-ra-c-ist-in-oj
kuracisto	ku-ra-c-isto
kuraciston	ku-ra-c-ist-on
kuradĉaso	ku-rad-ĉa-so
kuradis	ku-r-ad-is
kuraĝa	ku-ra-ĝa
kuraĝas	ku-ra-ĝ-as
kuraĝe	ku-ra-ĝe
kuraĝhava	ku-raĝ-ha-va
kuraĝo	ku-ra-ĝo
kuraĝon	ku-ra-ĝ-on
kuraĝos	ku-ra-ĝ-os
kurbo	kur-bo
kurento	ku-ren-to
kuri	ku-ri
kurioza	ku-ri-o-za
kuris	ku-r-is
kuro	ku-ro
kursivaj	kur-si-v-aj
kursmaterialo	kurs-ma-te-ri-alo
kurso	kur-so
kursoj	kur-soj
kurteno	kur-te-no
kurzfluktuojn	kurz-fluk-tu-ojn
kurznivelon	kurz-ni-ve-l-on
kusenego	ku-se-n-ego
kuseno	ku-se-no
kuŝas	ku-ŝ-as
kuŝbenko	kuŝ-ben-ko
kuŝe	ku-ŝe
kuŝi	ku-ŝi
kuŝigos	ku-ŝ-ig-os
kuŝis	ku-ŝ-is
kuŝu	ku-ŝu
kuŝus	ku-ŝ-us
kutima	ku-ti-ma
kutime	ku-ti-me
kutimi	ku-ti-mi
kutiminta	ku-ti-m-in-ta
kutimis	ku-ti-m-is
kutimoj	ku-ti-m-oj
kutimon	ku-ti-m-on
kuvo	ku-vo
kuzo	ku-zo
kvadranto	kva-dran-to
kvadrato	kva-dra-to
kvadrigo	kva-dri-go
kvalito	kva-li-to
kvalitoj	kva-li-t-oj
kvaliton	kva-li-t-on
kvankam	kvan-kam
kvanta	kvan-ta
kvanto	kvan-to
kvanton	kvan-t-on
kvar	kvar
kvarangulojn	kvar-an-gu-l-ojn
kvardek	kvar-dek
kvarjaran	kvar-jar-an
kvarono	kvar-o-no
kvaropo	kvar-opo
kvartalo	kvar-ta-lo
kvaternaro	kva-ter-na-ro
kvazaŭ	kva-zaŭ
kvazaŭscienca	kva-zaŭ-sci-en-ca
kvazaŭsciencaj	kva-zaŭ-sci-en-c-aj
kverko	kver-ko
kvieta	kvi-eta
kvin	kvin
kvinangule	kvin-an-gu-le
kvindek	kvin-dek
kvinjara	kvin-jara
kvinono	kvin-o-no
kvinope	kvin-ope
kvintesenco	kvin-t-esen-co
kvintoj	kvin-t-oj
kvito	kvi-to
kvivito	kvi-vi-to
kvodlibeto	kvod-li-be-to
kvorumo	kvo-ru-mo
kvoto	kvo-to
labirinto	la-bi-rin-to
laboradi	la-bo-r-adi
laborado	la-bo-r-ado
laboradon	la-bo-r-ad-on
laboranto	la-bo-r-an-to
laborantoj	la-bo-r-an-t-oj
laboras	la-bo-r-as
laboratorio	la-bo-ra-to-rio
laboremaj	la-bo-r-em-aj
laborenspezon?	la-bo-ren-spe-z-on
labori	la-bo-ri
laborinta	la-bo-r-in-ta
laboris	la-bo-r-is
laborjaroj	la-bor-jar-oj
laboro	la-bo-ro
laboroj	la-bo-r-oj
laboron	la-bo-r-on
laca	la-ca
lacaj	la-c-aj
lacega	la-c-ega
lacerto	la-cer-to
laciga	la-c-iga
lacigi	la-c-igi
lacigitaj	la-c-ig-it-aj
laciĝos	la-c-iĝ-os
laĉo	laĉo
lado	lado
lageto	la-g-eto
lago	la-go
lako	la-ko
lakto	lak-to
laktumo	lak-t-umo
lama	la-ma
lambastono	lam-ba-s-to-no
lame	la-me
lameno	la-me-no
lampfabrikon	lamp-fab-ri-k-on
lampo	lam-po
lampŝirmilon	lamp-ŝir-mi-l-on
landlimo	land-li-mo
lando	lan-do
landoj	lan-d-oj
lango	lan-go
lano	la-no
lanterno	lan-ter-no
lapidaro	la-pi-da-ro
lapo	la-po
lardo	lar-do
larĝa	lar-ĝa
larĝe	lar-ĝe
larĝnazaj	larĝ-na-z-aj
larĝŝultra	larĝ-ŝul-tra
laringo	la-rin-go
larmo	lar-mo
larvo	lar-vo
lasante	la-s-an-te
lasas	la-s-as
lasi	la-si
lasis	la-s-is
lasita	la-s-ita
lasos	la-s-os
lasta	la-s-ta
lastaj	la-s-t-aj
lastan	la-s-t-an
lastfoje	last-foje
lasu	la-su
lasus	la-s-us
latina	la-ti-na
latinan	la-ti-n-an
latino	la-ti-no
latitudo	la-ti-tu-do
latuno	la-tu-no
laŭ	laŭ
laŭbo	laŭ-bo
laŭdata	laŭda-ta
laŭdi	laŭ-di
laŭdinda	laŭd-inda
laŭekzempla	laŭ-ek-zem-pla
laŭesence	laŭ-esen-ce
laŭetape	laŭ-eta-pe
laŭimaga	laŭ-ima-ga
laŭinteresaj	laŭ-in-te-re-s-aj
laŭlarĝe	laŭ-lar-ĝe
laŭlonge	laŭ-longe
laŭokaze	laŭ-oka-ze
laŭorda	laŭ-or-da
laŭregula	laŭ-re-gula
laŭregule	laŭ-re-gule
laŭta	laŭ-ta
laŭtaj	laŭ-t-aj
laŭte	laŭ-te
laŭtega	laŭ-t-ega
laŭtlegis	laŭt-leg-is
laŭukaza	laŭ-uka-za
lavabo	la-va-bo
lavado	la-v-ado
lavaĵkorbo	la-vaĵ-kor-bo
lavakvo?	la-v-ak-vo
lavango	la-van-go
lavĉifono	lav-ĉi-fo-no
lavendo	la-ven-do
lavi	la-vi
lavistino	la-v-ist-ino
lavvazo	lav-va-zo
leciono	le-ci-o-no
lecionoj	le-ci-o-n-oj
ledo	le-do
legado	le-g-ado
leganta	le-g-an-ta
legante	le-g-an-te
legantoj	le-g-an-t-oj
legas	le-g-as
legebla	le-g-eb-la
legi	le-gi
leginto	le-g-in-to
legis	le-g-is
legitima	le-gi-ti-ma
lego	le-go
legofacilon	le-go-fa-ci-l-on
legomĝardenoj	le-gom-ĝar-de-n-oj
legomo	le-go-mo
legos	le-g-os
legoscia	le-go-scia
legu	le-gu
leĝdonanto	leĝ-do-n-an-to
leĝon	le-ĝ-on
leĝoscienco	le-ĝo-sci-en-co
leĝsciencisto	leĝ-sci-en-c-isto
Lejbnico	lejb-ni-co
lekcio	lek-cio
leki	le-ki
leksemo?	lek-s-emo
leksikan	lek-si-k-an
leksikologiaj	lek-si-ko-lo-gi-aj
leksikologo	lek-si-ko-lo-go
lemo	le-mo
leono	le-o-no
leporo	le-po-ro
lernadi	ler-n-adi
lernado	ler-n-ado
lernanto	ler-n-an-to
lernantoj	ler-n-an-t-oj
lernas	ler-n-as
lernejaj	ler-n-ej-aj
lernejajn	ler-n-ej-ajn
lernejan	ler-n-ej-an
lernejĉambro	ler-nej-ĉam-bro
lerneje	ler-n-eje
lernejo	ler-n-ejo
lernejoj	ler-n-ej-oj
lernejojn	ler-n-ej-ojn
lerni	ler-ni
lerninta	ler-n-in-ta
lerno	ler-no
lernolibran	ler-no-li-br-an
lernolibro	ler-no-li-bro
lernolibroj	ler-no-li-br-oj
lernolibron	ler-no-li-br-on
lerta	ler-ta
lesivo	le-si-vo
lêtenanto	lê-te-nan-to
leteron	le-te-r-on
leterpapero	le-ter-pa-pe-ro
leŭtenanto	leŭ-te-nan-to
levĉenojn	lev-ĉe-n-ojn
levi	le-vi
leviĝadi	le-v-iĝ-adi
leviĝis	le-v-iĝ-is
leviĝus	le-v-iĝ-us
levilo	le-v-ilo
levis	le-v-is
liaj	liaj
lialanda	lia-lan-da
lialingva	lia-lin-g-va
lian	li-an
lianoj	li-a-n-oj
liaso	li-a-so
liaurba	lia-ur-ba
libera	li-be-ra
libere	li-be-re
libereco	li-be-r-eco
liberi	li-be-ri
liberigi	li-be-r-igi
liberigitaj	li-be-r-ig-it-aj
liberigu	li-be-r-igu
liberiĝinte	li-be-r-iĝ-in-te
liberon	li-be-r-on
libertempi	li-ber-tem-pi
libido	li-bi-do
libreto	li-breto
libro	li-bro
libroj	li-br-oj
librotenanto	li-bro-te-n-an-to
licenco	li-cen-co
liceo	li-ceo
lido	lido
lifto	lif-to
ligas	lig-as
ligaturo	liga-tu-ro
ligis	lig-is
ligita	lig-ita
ligiteco	lig-it-eco
lignaĵbudoj	lig-naĵ-bu-d-oj
lignaĵisto	lig-na-ĵ-isto
lignaĵlaboriloj	lig-naĵ-la-bo-r-il-oj
ligno	lig-no
ligo	ligo
ligŝnuro	lig-ŝnu-ro
liĥtenŝtejna	liĥ-ten-ŝtej-na
likvakristalajn	li-k-va-kri-s-ta-l-ajn
likvido	li-k-vi-do
likvo	li-k-vo
lilio	li-lio
limako	li-ma-ko
limfjordo	lim-fjor-do
limigi	li-m-igi
limigita	li-m-ig-ita
limigitan	li-m-ig-it-an
limita	li-mi-ta
limo	li-mo
limonado	li-mo-na-do
linda	lin-da
lingvaj	lin-g-v-aj
lingve	lin-g-ve
lingvistika	lin-g-vi-s-ti-ka
lingvistiko	lin-g-vi-s-ti-ko
lingvistikon	lin-g-vi-s-ti-k-on
lingvistoj	lin-g-v-ist-oj
lingvo	lin-g-vo
lingvoj	lin-g-v-oj
lingvokonon	lin-g-vo-ko-n-on
lingvon	lin-g-v-on
lingvoscienca	lin-g-vo-sci-en-ca
lingvoscio	lin-g-vo-scio
lingvotrunkon	lin-g-vo-trun-k-on
lingvouzo	lin-g-vo-uzo
lingvuzon	lingv-uz-on
linio	li-nio
lino	li-no
linoleo?	li-n-oleo
lipharoj	lip-har-oj
lipo	li-po
listo	li-s-to
listoj	li-s-t-oj
liston	li-s-t-on
literatura	li-te-ra-tu-ra
literaturaj	li-te-ra-tu-r-aj
literaturo	li-te-ra-tu-ro
literaturon	li-te-ra-tu-r-on
literaturscienca	li-te-ra-tur-sci-en-ca
litero	li-te-ro
literoj	li-te-r-oj
lito	li-to
liton	li-t-on
litoto	li-to-to
liveri	li-ve-ri
liverpulo	li-ver-pu-lo
livido	li-vi-do
logi	lo-gi
logika	lo-gi-ka
logikaj	lo-gi-k-aj
logikan	lo-gi-k-an
logike	lo-gi-ke
logiko	lo-gi-ko
logŝnuro	log-ŝnu-ro
loĝanto	lo-ĝ-an-to
loĝejo	lo-ĝ-ejo
loĝi	lo-ĝi
lojala	lo-ja-la
loka	lo-ka
loko	lo-ko
lokomotivo	lo-ko-mo-ti-vo
lokomotivoj	lo-ko-mo-ti-v-oj
lokon	lo-k-on
longa	longa
longan	long-an
longdaŭra	long-daŭ-ra
longtempe	long-tem-pe
longe	longe
longega	long-ega
longitudo	lon-gi-tu-do
longorela	long-ore-la
loto	lo-to
lotumi	lo-t-umi
lotuso	lo-tu-so
luas	lu-as
lubriki	lu-bri-ki
lucido	lu-ci-do
ludado	lu-d-ado
ludas	lu-d-as
ludi	lu-di
ludis	lu-d-is
ludkartoj	lud-kar-t-oj
ludontaj	lu-d-ont-aj
ludos	lu-d-os
ludus	lu-d-us
luita	lu-ita
luko	lu-ko
lukso	luk-so
lukti	luk-ti
lukumo	lu-ku-mo
luli	lu-li
lulilo	lu-l-ilo
lulo	lu-lo
lumi	lu-mi
lumiĝas	lu-m-iĝ-as
lumis	lu-m-is
lumjaroj	lum-jar-oj
lumo	lu-mo
lumoj	lu-m-oj
lumoserĉantoj	lu-mo-ser-ĉ-an-t-oj
lumserĉantoj	lum-ser-ĉ-an-t-oj
lumturo	lum-tu-ro
luno	lu-no
lupo	lu-po
luprezo	lu-pre-zo
luteranismo	lu-te-ra-n-ismo
luterano	lu-te-ra-no
maĉgumon	maĉ-gum-on
maĉi	ma-ĉi
madrido	ma-dri-do
magazeno	ma-ga-ze-no
magazenon	ma-ga-ze-n-on
magistrato	ma-gi-strato
magnato	mag-na-to
magneto	mag-ne-to
magnetofonaj	mag-ne-to-fo-n-aj
magnetofone	mag-ne-to-fone
magra	magra
mahometo	ma-ho-meto
maizgrajnoj	ma-iz-graj-n-oj
maizo	ma-i-zo
majesta	ma-jes-ta
majo	ma-jo
majoritato	ma-jo-ri-ta-to
majskaraboj	maj-ska-ra-b-oj
majstro	majs-tro
majuskloj	ma-ju-s-kl-oj
Makbeto	mak-beto
maksimume	mak-si-m-ume
maksimumo	mak-si-m-umo
makulo	ma-ku-lo
malabrupta	mal-ab-rup-ta
maladekvata	mal-ade-kva-ta
malafabla	mal-afa-b-la
malagrabla	mal-agra-b-la
malakcepti	mal-ak-cep-ti
malakceptis	mal-ak-cep-t-is
malakito	mal-a-ki-to
malakra	mal-akra
malalta	mal-al-ta
malalte	mal-al-te
malaltigus	mal-al-t-ig-us
malami	mal-ami
malamikeco	mal-ami-k-eco
malamiko	mal-ami-ko
malamikoj	mal-ami-k-oj
malaminda	mal-am-inda
malamo	mal-amo
malantaŭ	mal-an-taŭ
malaperas	mal-ape-r-as
malaperi	mal-ape-ri
malaperinta	mal-ape-r-in-ta
malaperis	mal-ape-r-is
malavara	mal-ava-ra
malbela	mal-be-la
malbeni	mal-be-ni
malbona	mal-bona
malbonaĵoj	mal-bon-aĵ-oj
malbone	mal-bone
malboneco	mal-bon-eco
malbonigi	mal-bon-igi
malbonodoro	mal-bon-odo-ro
malbonon	mal-bon-on
maldekstra	mal-deks-tra
maldekstren	mal-deks-tren
maldelikate	mal-de-li-ka-te
maldika	mal-di-ka
maldikuleto	mal-di-ku-l-eto
maldiskreta	mal-di-s-k-reta
maldiskreti	mal-di-s-k-reti
maldolĉa	mal-dol-ĉa
male	male
maleolo	male-o-lo
malesperi	mal-es-pe-ri
malespero	mal-es-pe-ro
malestima	mal-es-ti-ma
malestimi	mal-es-ti-mi
malesto	mal-es-to
malfacilaj	mal-fa-ci-l-aj
malfacilaĵoj	mal-fa-ci-l-aĵ-oj
malfacilan	mal-fa-ci-l-an
malfacile	mal-fa-ci-le
malfacilecon	mal-fa-ci-l-ec-on
malfaciligita	mal-fa-ci-l-ig-ita
malfeliĉa	mal-fe-li-ĉa
malfeliĉe	mal-fe-li-ĉe
malfeliĉo	mal-fe-li-ĉo
malfermas	mal-ferm-as
malfermetas	mal-ferm-et-as
malfermi	mal-fermi
malfermis	mal-ferm-is
malfermita	mal-ferm-ita
malforta	mal-for-ta
malfortaj	mal-for-t-aj
malforte	mal-for-te
malfortigi	mal-for-t-igi
malfreŝa	mal-fre-ŝa
malfrue	mal-frue
malglato	mal-gla-to
malgranda	mal-granda
malgrandaj	mal-grand-aj
malgrandan	mal-grand-an
malgrandega	mal-grand-ega
malgrandigas	mal-grand-ig-as
malgrandigi	mal-grand-igi
malgrasulo	mal-gra-s-ulo
malgraŭ	mal-graŭ
malgrava	mal-gra-va
malĝentila	mal-ĝen-t-ila
malĝentilulino	mal-ĝen-ti-l-ul-ino
malĝoja	mal-ĝo-ja
malĝojan	mal-ĝo-j-an
malĝojeta	mal-ĝo-j-eta
malĝojon	mal-ĝo-j-on
malĝoju	mal-ĝo-ju
malĝusta	mal-ĝu-s-ta
malĝustaj	mal-ĝu-s-t-aj
malhelpi	mal-hel-pi
malhelpis	mal-hel-p-is
malhelpo	mal-hel-po
malhelpoj	mal-hel-p-oj
malhonesta	mal-ho-nes-ta
malhonoro	mal-ho-no-ro
malica	ma-li-ca
malinklino	mal-in-kli-no
maljuna	mal-juna
maljunulo	mal-jun-ulo
malkaraj	mal-kar-aj
malkaŝe	mal-ka-ŝe
malkaŝis	mal-ka-ŝ-is
malkaŝos	mal-ka-ŝ-os
malklaraĵo	mal-kla-r-aĵo
malklare	mal-kla-re
malklariĝi	mal-kla-r-iĝi
malkomforta	mal-kom-for-ta
malkomfortan	mal-kom-for-t-an
malkompreniĝoj	mal-kom-pre-n-iĝ-oj
malkonfesata	mal-kon-fe-s-ata
malkonfido	mal-kon-f-ido
malkonsentis	mal-kon-sen-t-is
malkontentigi	mal-kon-ten-t-igi
malkovri	mal-kov-ri
malkovris	mal-kov-ris
mallarĝa	mal-lar-ĝa
mallaŭte	mal-laŭ-te
malleviĝados	mal-le-v-iĝ-ad-os
mallibera	mal-li-be-ra
mallibereco	mal-li-be-r-eco
malliberejo	mal-li-be-r-ejo
malliberigis	mal-li-be-r-ig-is
mallongaj	mal-long-aj
mallongciklaj	mal-long-ci-kl-aj
mallongigo	mal-long-igo
mallongigoj	mal-long-ig-oj
malluma	mal-luma
mallumo	mal-lumo
malmola	mal-mo-la
malmultaj	mal-mul-t-aj
malmulte	mal-mul-te
malnete	mal-n-ete
malneto	mal-n-eto
malnobla	mal-no-b-la
malnoblulo	mal-no-bl-ulo
malnova	mal-nova
malnovaj	mal-nov-aj
malnovaĵo	mal-nov-aĵo
malnovan	mal-nov-an
malnovrita	mal-nov-rita
malo	malo
malofte	mal-of-te
maloportunan	mal-opor-tu-n-an
malperfektaj	mal-per-fek-t-aj
malpermesi	mal-per-me-si
malpermesis	mal-per-me-s-is
malpermesita	mal-per-me-s-ita
malpermesite	mal-per-me-s-ite
malplaĉo	mal-plaĉo
malplej	mal-plej
malplejaĝulo	mal-plej-aĝ-ulo
malplejan	mal-plej-an
malplena	mal-ple-na
malplenaĵo	mal-ple-n-aĵo
malplenkapulo	mal-plen-ka-p-ulo
malplenkapuloj	mal-plen-ka-p-ul-oj
malpli	mal-pli
malproksima	mal-prok-si-ma
malproksimaj	mal-prok-si-m-aj
malproksime	mal-prok-si-me
malprospera	mal-pro-s-pe-ra
malprosperaj	mal-pro-s-pe-r-aj
malpurigos	mal-pu-r-ig-os
malpuriĝi	mal-pu-r-iĝi
malrapide	mal-ra-pi-de
malregulaj	mal-re-gul-aj
malrekta	mal-rek-ta
malrekte	mal-rek-te
